Name,Ostan,Shahrestan,Shahr,Roosta,Address,Phone Code,Reg Number,National Code
وحدت,سمنان,دامغان,NULL,NULL,دامغان،خیابان شهید بهشتی،پاساژ وحدت,023-35244511-35232552,3,14000073162
قائم(عج),سمنان,دامغان,NULL,NULL,ابتدای بلوار پیروزی-پاساژ موقوفه مطلب خان,023-35236970,1,10480000064
تعاون قائم(عج),سمنان,گرمسار,NULL,NULL,گرمسار،میدان امام خمینی،ضلع غربی,023-34222015-34223385,1,10480000098
ام الائمه(س),سمنان,دامغان,NULL,دروار,دامغان،دروار،جنب مسجد جامع دروار 09128315311اقای امیر فخریان مدیر داخلی,023-35373330,10,10480001314
امام سجاد(ع),سمنان,دامغان,کلاته رودبار,NULL,دامغان کلاته رودبار.میدان امام. صندوق قرض الحسنه امام سجاد(ع),023-35326322,20,10980249165
معصوم زاده,سمنان,دامغان,NULL,مرکزی,میدان امام ،خیابان شهید مطهری ،جنب مصلی,023-35255151-35255252,24,10980162541
زنان نرجس,سمنان,مهدی شهر,مهدیشهر,NULL,مهدی شهر،خیابان امام ،میدان امام،بازار،روبروی مسجد صاحب الزمان(عج),023-33625479,85,10480022221
بانوان صدیقه اطهر,سمنان,گرمسار,NULL,NULL,گرمسار،خیابان شهید بهشتی،روبروی اداره تامین اجتماعی,02334203557,22,10480002767
ولی عصر(عج),سمنان,شاهرود,NULL,NULL,شاهرود،میدان امام خمینی,023-32226555,1,10480000119
اسلام,سمنان,شاهرود,NULL,NULL,خیابان تهران جنب مسجد محمدی طبقه فوقانی,023-32227755,13,10480001640
حجت ابن حسن عسگری(عج),سمنان,شاهرود,NULL,NULL,شاهرود،انتهای بازار سه راه قائم(عج),023-32225475,15,10480001878
حضرت ابوالفضل(ع),سمنان,شاهرود,NULL,NULL,خیابان 17 شهریور-پاساژ مدرسه قلعه-طبقه همکف,023-32224000,8,10480001105
فاطمه زهرا(س),سمنان,شاهرود,NULL,NULL,شاهرود،خیابان امام،خیابان آزادگان،آزادگان نهم نبش خیابان,023-32224720,31,10480003409
باب الحوائج(ع),سمنان,شاهرود,رودیان,شهر رودیان,شاهرود،رودیان،خیابان امام خمینی ،نرسیده به میدان امام حسین(ع),023-32512728,44,10480004467
المهدی(عج),سمنان,شاهرود ، شهر بسطام,2325023,NULL,بسطام ،خیابان مهدیه -صندوق المهدی بسطام,023-32522550,2,10480000235
شهید موسی مظفری,سمنان,شاهرود,NULL,کلامو,بسطام،روستای کلامو,023-32275550,5,10480000668
علی اصغر(ع),سمنان,میامی,NULL,میامی,میامی،خیابان امام رضا (ع),023-32622299-2832,10,10480000406
امام حسن مجتبی(ع),سمنان,شاهرود,NULL,حسین آباد کالپوش,میامی-حسین آباد کالپوش,023-32663202,52,10480005166
قائم آل محمد(عج),سمنان,شاهرود,NULL,بیارجمند,شاهرود،بیارجمند،خیابان امام خمینی،پایین تر از بانک ملت,023-32673282-3111-091277306 احمدی,32,10480003544
علی بن ابیطالب(ع),سمنان,شاهرود,مجن,شهرمجن,بلوارامام حسین(ع) اول کوچه مسجدجامع,023-32573255,23,10480002733
ولی عصر(عج),سمنان,شاهرود,NULL,ابرسج,روستای ابرسج محله بالا,023-32538270,14,10480001766
جوادالائمه(ع),سمنان,شاهرود,ميامي,رضوان,شاهرود،میامی، رضوان،خیابان امام رضا(ع)،روبروی مسجد جامع,023-32631335,6,10480000810
حضرت ابوالفضل(ع),سمنان,شاهرود,NULL,جودانه,شاهرود،روستای جودانه,023-32278999,37,10480003865
الغدیر,سمنان,شاهرود,میامی,نام نیک,میامی - بخش کالپوش-روستای نام نیک,02332636936-32636525,11,10480005527
توحید جهادیه,سمنان,NULL,NULL,NULL,بلوار پیروزی،جهادیه،نبش جهادیه3,02333371016,3,10700000420
حضرت علی اصغر کوهان,سمنان,سمنان,میامی,کوهان,میامی.بخش مرکزی.دهستان کلاته شرقی.روستای کوهان,NULL,56,14009499537
تعاون اسلامی خاتم الانبیاء(ص),زنجان,ابهر,هیدج,NULL,ابهر،هیدج،خیابان حکیم  هیدجی ،روبروی مخابرات,0243-5752396,85,10460008145
شهدای قروه,زنجان,ابهر,NULL,قروه,خیابان امام خمینی -پایین تر از بانک تجارت,024-35362040,169,10460012655
شهید بهشتی,زنجان,خرمدره,NULL,خرمدره,خيابان سيدجمال الدين  اسدآبادي بالاتر از خيابان ملاصدرا نرسيده به ميدان امام حسين(ع),024-35523693,290,10460018475
امام محمد باقر(ع),زنجان,خدابنده,NULL,شهرک کرسف,خدابنده،شهرک کرسف،خیابان حکیم زهراوی کرسفی,024-34355211,2,10861224537
المهدی(عج),زنجان,ابهر,NULL,NULL,بلوار ایت الله طالقانی-16 متری نواب-خیابان نواب غربی-جنب مسجد چهارده معصوم(ع),024-35223363,7,10460000853
الزهرا(س),زنجان,خرمدره,NULL,قلعه حسینیه,خرمدره،قلعه حسینیه،خیابان شهید بهشتی،روبروی مسجد صاحب الزمان(عج),024-35584002,67,10861953228
سیدالشهدا(ع),زنجان,ابهر,NULL,شریف آباد,ابهر،شریف آباد،میدان امام حسین(ع),02435281733,24,10460002948
سیدالشهداء حسینیه اعظم,زنجان,NULL,NULL,NULL,خیابان فردوسی ،نبش کوی حسینیه اعظم ،پلاک 159-09127419866اقای مرادلو مدیر داخلی,02433322124-33326249,126,10460010731
فرهنگیان زنجان,زنجان,NULL,NULL,NULL,بلوار دارلقران، اداره آموزش و پرورش استان زنجان,02433453893,57,10460005799
الزهرا(س),قم,NULL,NULL,NULL,خیابان مولوی مقابل بیمارستان گلپایگانی،پلاک73,02536601068,17,10590000160
بعثت,قم,NULL,NULL,NULL,امام زاده ابراهیم مقابل مسجد عبدالهی,025-38829071-38829070,2221,10861925040
حجت(عج),قم,NULL,NULL,NULL,سی متری کیوانفر-نبش کوچه یکم,025-36611062-36630843,68,10590000647
جوادالائمه(ع),قم,NULL,NULL,NULL,میدان سعیدی-ابتدای بلوار نیروی هوایی_نبش خیابان فرهنگ-بین بانک ملی و ملت,02536632766-36605149,23,10590000229
مهدیه حوزه علمیه,قم,NULL,NULL,NULL,بلوار الغدیر،جنب بوستان علوی،شهرک مهدیه حوزه علمیه قم،جنب مسجد امیرالمومنین(ع),025-32963030-32962666,77,10860949563
ذخیره انصارالمهدی(عج),البرز,کرج,NULL,حصارک بالا,ابتدای بلوار ازادی،روبروی پست,026-34553950,16,10100003938
قائمیه,البرز,کرج,NULL,حیدرآباد,میانجاده-خیابان شهیدبهشتی-بلوار امام خمینی-نرسیده به پل حیدراباد-پلاک273,026-34550789,49,10100011206
ذخیره قائم(عج),البرز,کرج,NULL,رجایی شهر,رجایی شهر(گوهردشت)،نبش ششم غربی،پلاک2,026-34476961,12,10100003047
جوادالائمه(ع),البرز,کرج,NULL,رجائی شهر,کوی اتحاد-چهارراه فروردین-روبروی مسجد الرحمن,026-34426547,64,10100014480
حضرت امیر(ع),البرز,کرج,NULL,شهرک رضوانیه,میدان شهدا(اول)،پلاک191,026-34703444,74,10100016410
سیدالشهدا(ع),البرز,کرج,NULL,فردیس,فلکه دوم فردیس،پاساژسیدالشهدا,026-36507042-36516528,47,10100010828
فردیس (مکتب القران مهدی(عج) سابق),البرز,کرج,NULL,فردیس,فلکه سوم ،داخل پاساژ,026-36500020,46,10100010564
ذخیره المهدی(عج),البرز,کرج,NULL,خیابان چالوس,پاساژ المهدی,026-32226160,10,10100002367
نهال جاویدان کرج,البرز,کرج,NULL,NULL,میدان کرج-نبش پاساژ کمالی-خیابان دکتر بهشتی,026-32225943، 02632214700,6,10100001518
ولی عصر(عج),البرز,کرج,NULL,کوی کارمندان جنوبی,جنب مسجد المهدی(عج),026-32703610,41,10100009480
رسول اکرم(ص),البرز,کرج,NULL,کمال شهر,ابتدای،خیابان ولیعصر،روبروی مسجد,026-34703801,29,10100006945
آیت الله طالقانی,البرز,کرج,NULL,NULL,کرج،میدان آزادگان،داخل پاساژ رضا,02632222100,61,10100013820
راضیه الزهرا(س),البرز,کرج,NULL,NULL,بلوارطالقانی جنوبی،روبروی دبیرستان شهداء انقلاب,02632254179,239,10100041229
قدس,البرز,کرج,NULL,گلشهر,45 متری گلشهر ویلا،نبش اذر غربی،جنب مسجد امام حسن عسگری,026-34642048,88,10100019353
حسینی,البرز,کرج,NULL,ولدآبادبزرگ,کرج-محمدشهر-ولدآبادبزرگ-خیابان 22بهمن,026-36302131-36303161,50,10100011420
حجت ابن الحسن عسگری(ع),البرز,کرج,NULL,گلشهر ویلا,خیابان ابوریحان غربی،بین میدان مادر و میدان امام،جنب مسجد حجت بن الحسن,026-32703978,345,10100052720
شهید صدوقی,البرز,کرج,NULL,NULL,کرج،میدان امام حسین،خیابان شهیدصدوقی،نرسیده به پل,026-32808958-32808957,85,10100018766
قدس,البرز,کرج,NULL,اشتهارد,کرج،اشتهارد،خیابان امام خمینی،روبرو بانک صادرات,026-37725204,1,10100010205
حضرت حجت(عج),البرز,کرج,NULL,NULL,کرج،خیابان فروغی،جنب مسجد حضرت حجت(عج),026-32229749,53,10100012100
جوادالائمه(ع),البرز,کرج,NULL,دهقان ویلا,اول خیابان خواجه نصیر-روبروی مسجد امام حسن مجتبی(ع),026-34429645,90,10100019733
الغدیر ایتام,البرز,کرج,NULL,NULL,کرج،خیابان شهید بهشتی،اول خیابان ادهم،پلاک40,026-32229677-32229678,326,10100050577
ذخیره عسگریه,البرز,کرج,NULL,NULL,بلوار چمران،میدان امام حسین،خیابان شهید صدوقی،روبروی بانک ملی,026-32803738-9,13,10100003203
رسول اکرم(ص),البرز,کرج,NULL,جهان شهر,کرج، جهان شهر،ابتدای خیابان فرمانداری،جنب مسجدرسول اکرم(ص),026-34472425,163,10100031579
امام جعفرصادق(ع),البرز,کرج,NULL,سه راه رجایی شهر,کوی کارمندان شمالی-جنب مسجد امام جعفر صادق(ص),026-34425618,28,10100006639
ولی عصر(عج)کارکنان موسسه استانداردوتحقیقات صنعتی ایران,البرز,کرج,NULL,NULL,شهر صنعتی،سازمان ملی استاندارد ایران,026-32806032,100,10100021880
امام حسین(ع),البرز,کرج - حیدرآباد,NULL,NULL,خیابان عدل-پلاک 140,026-34579998,459,10100065012
زنوز,البرز,کرج,NULL,NULL,انتهای خیابان کمالی-تقاطع خیابان برغان-پاساژ طلایی-طبقه اول-پلاک 26,026-32224888,371,10100055607
والعصر(عج),البرز,کرج,NULL,بیلقان,جاده چالوس-کیلومتر 4-بیلقان،پلاک 1049,026-32280491,327,10100050693
ابوالحسنین,البرز,ساوجبلاغ,NULL,اغشت,جاده کردان روستای اغشت,026-45233853,62,10100014057
ولی عصر(عج),البرز,کرج,NULL,ولدآباد,محمدشهر،ولدآباد بزرگ،محل یزدیها،خیابان امیرکبیر،خیابان بهمن 20,02636335817-18,453,10100064313
علی ابن ابیطالب(ع),البرز,کرج,NULL,مشکین دشت,خیابان هدایتکار-نبش پارک فدک,026-36203078-09123613046,457,10100064799
پیشاهنگ عباس آباد,البرز,کرج,NULL,عباس آباد,کرج،عباس آباد،خیابان جمشید عباسی پلاک 2428,026-36304440,4524,10100014116
انصارالحسین(ع),البرز,کرج,NULL,جعفرآباد,جاده ماهدشت-جعفر اباد-شهرک جعفریه-بلوار شهید صالحی,026-36334222-36308714,603,10100080872
پنج تن آل عبا(ع),البرز,کرج,NULL,حصارک پایین,خیابان فروردین،روبروی کوچه حضرت ابوالفضل,026-34663925,1193,14000262193
توحید,البرز,کرج,NULL,NULL,خیابان برغان-روبروی بازار انقلاب,026-32221158,79,10100017594
قدس مؤسسه تحقیقات,البرز,کرج,NULL,سه راه رجایی شهر,خیابان شهیدبهشتی-روبروی دهقا ویلای-اول مؤسسه تحقیقات علوم دامی کشور,026-34430010-14داخلی264,82,10100018177
شهدای قریشی,البرز,کرج,NULL,جهانشهر,خیابان فرمانداری،پلاک 4,026-34418773,413,10100059936
اباصالح(عج),البرز,کرج,NULL,رجائی شهر,کرج،رجائی شهر،خیابان داریوش،خیابان زبیدی شمالی،پلاک22,026-34420150,364,10100052832
بعثت,البرز,ساوجبلاغ,NULL,روستای رامجین,ساوجبلاغ،روستای رامجین,026-44363636--44363456,564,10100013650
ولی عصر(عج),البرز,کرج,NULL,هشتگرد,خیابان امام امت-جنب مسجدجامع,026-44222436-44220711-44240320,9,10100002240
اندوخته جعفری,البرز,نظرآباد,NULL,NULL,خیابان مطهری،جنب مسجدغدیریه,026-45352654,614,10100170213
الغدیر,البرز,ساوجبلاغ,NULL,خور,هشتگرد،شهرک خور،میدان امام,026-44652502,11,10100002601
نبی اکرم(ص),البرز,کرج,NULL,کوی کارمندان جنوبی,هجرت 19 جنب مسجد حضرت ابوالفضل,026-32705945,83,10100018464
امام زمان(عج),البرز,نظرآباد,NULL,قارپوزآباد(صالحیه),روستای قارپوز اباد,026-44593372,8,10100013402
قائم ال محمد(عج),البرز,ساوجبلاغ,NULL,هشتگرد,خیابان مصلی،روبروی بیمارستان امام جعفر صادق،پاساژقائم,026-44225311,130,10100049093
ولی عصر(عج),البرز,ساوجبلاغ,NULL,چندار,شهرکوهسار،بلوار امام خمینی،جنب گرمابه,026-44323350-09364255088,601,10100016842
فاطمیه,البرز,ساوجبلاغ,NULL,هیو,ساوجبلاغ،هیو،بالاتر از شهرک هیو،روبروی مسجد جامع,026-44642330,13,10100003241
سیدالشهدا(ع),البرز,ساوجبلاغ,NULL,شلمزار,شهرک هیو،بالاتر از شهرک هیو،روبروی مسجد جامع,026-44643430-44646077,12,10100051749
ایت الله طالقانی,البرز,کرج,NULL,طالقان,ساوجبلاغ شهرک طالقان,026-44724260,27,10100007610
امام سجاد(ع),البرز,کرج,NULL,ینگی امام,ساوجبلاغ،هشتگرد،ینگی امام،خیابان ایت اله طالقانی,026-44353711,15,10100003543
امام مجتبی(ع),البرز,کرج,NULL,شهرک اوج,کرج،شهرک اوج،میدان نبوت،خیابان حج،خیابان نواب صفوی،نبش بوعلی غربی،پلاک202,026-32542425,1267,10980259501
المهدی (عج) مسجد حضرت ابوالفضل(ع),البرز,کرج,کلاک نو,NULL,کرج،کلاک نو،خیابان شهید محمودی منش،خیابان شهید ولدی،پلاک 45,02632304605 - 32302130,77,10100017098
امام موسی  بن جعفر,البرز,کرج,زیبادشت,فرخ آباد,جاده ماه دشت ، زیبادشت فرخ آباد ، خیابان شهید مطهری ، نبش کوچه سعدی,02636883919,606,10100081250
امام  جعفرصادق(ع),قزوین,ابیک,NULL,NULL,ابیک،خیابان طالقانی،روبروی کلانتری 26,028-32822726-02832826509,17,10980033523
امام زمان(عج),قزوین,بوئین زهرا,NULL,NULL,بوئین زهرا،خیابان ولیعصر غربی اول،نبش کوچه شهید  محمد خلج آزاد،پلاک 234,02834222355,1,10980033576
ثامن الائمه(ع),قزوین,ابیک,NULL,زیاران,ابیک، زیاران،روبروی پایگاه بسیج,028-32832270,20,10980033601
شهدا,قزوین,ابیک,NULL,شهرک قشلاق,ابیک،شهرک قشلاق,02832835355,44,10861583207
شهید موسوی,قزوین,بوئین زهرا,NULL,شال,بوئین زهرا، شال،خیابان شهید موسوی،جنب دفترامام جمعه,028-34413100,3,10980263929
چهارده معصوم(ع),قزوین,محمدیه,محمدیه,زیبا شهر,محمدیه،زیبا شهر،منطقه 1،خیابان معلم،والفجر 6،روبروی مخابرات,028-32562577امام قلیان09121828744,45,10980033300
دشت خرم (امیرالمومنین(ع) سابق),قزوین,تاکستان,فارسجین,NULL,قزوین-تاکستان-شهرک فارسجین-خیابان امام خمینی(ره)-بر خیابان-صندوق قرض الحسنه امیرالمومنین(ع),02835762151,53,14004745570
ابوذر,قزوین,آبیک,NULL,NULL,آبیک،خیابان شهید مطهری،بعداز چهارراه عارف،نبش تقاطع حاج سیاری,028-32826658,30,10980027309
امین صادق(ذخیره امام),اصفهان,NULL,NULL,مرکزی,خیابان جی،خیابان پروین،خیابان صباحی،پلاک110,031-32320620-2,153,10260040334
شهید مطهری,اصفهان,NULL,NULL,NULL,خیابان مسجد سید مقابل خیابان پنج رمضان,031-32362526,167,10260043394
حسنات صدر ارحامی (امام حسن مجتبی),اصفهان,NULL,NULL,NULL,خیابان جهاد(صارمیه سابق) صدر ارحامی,031-32345566-32367895-32336896,89,10260025821
فاطمه الزهرا(س),اصفهان,NULL,NULL,NULL,میدان ارتش،محله محمودیه،کوچه شهید خدارحمی،جنب مسجد امام حسین(ع),031-37763326,569,10260112421
اباصالح مهدی(عج),اصفهان,اصفهان,NULL,NULL,خیابان عبدالرزاق بازار بزرگ سه راه باغ قلندر ها پاساژ علوی,031-32226347-32226171-32266777,264,10260062808
نسل فردا نصف جهان سپاهان,اصفهان,NULL,NULL,NULL,فلکه احمد آباد -اول خیابان بزرگمهر-خیابان شهید مفتح- ساختمان محمد,031031-32274519-32274698,817,10260141690
فدک,اصفهان,NULL,NULL,اپادانا اول,اصفهان -خیابان شهید قدوسی (اپادانای اول) جنب بانک سپه,031-36632083-36625759,1069,10260165280
ابرار(امام محمدباقر ع ),اصفهان,خمینی شهر,NULL,NULL,میدان شهدا,03133518391,422,10260043147
حضرت نوح(ص),اصفهان,NULL,NULL,NULL,بزرگراه شهید چمران-ابتدای خیابان آل محمد(ص),031-34586400-500-600,831,10260143181
مهرالمهدی(جوانان عاشق مهدی),اصفهان,NULL,NULL,NULL,خیابان کاوه -ابتدای خیابان 15 خرداد-روبروی بیمارستان سوانح سوختگی,031-34650329-34650355-34650565,897,10260150071
میلاددستگرد,اصفهان,NULL,NULL,NULL,بلوارکشاورز،خیابان قائمیه،نرسیده به یگان ویژه سمت راست,031031-37815141-2-37808193-37809385,1194,10260172680
روح ا...,اصفهان,NULL,NULL,NULL,خیابان جی-خیابان تالار-روبروی اداره ثبت املاک-,03132305254,381,10260082505
رضوی,اصفهان,خمینی شهر,NULL,NULL,خمینی شهر،بلوار شهید صدوقی بالاتر از تامین اجتماعی,03133627565,7,10260002547
ام البنین (س),اصفهان,NULL,NULL,NULL,خیابان هاتف،کوچه مشیر،چهارراه دروازه اشرف،جنب سرای هندوها،بازار دروازه اشرف،پاساژ داودی،پلاک 31,031-32202090-32202089,360,10260078870
ولی عصر(عج),اصفهان,گلپایگان,NULL,گلشهر(روستای کنجد جان),گلپایگان، گلشهر، میدان امام حسین، بلوار 45متری,031-57322047-57323597,135,10260038867
الزهرا(س),اصفهان,خمینی شهر,منظریه,NULL,خمینی شهر-منظریه بلواردانشجو جنب ک فجر چهارم غربی,031-33642230,35,10260011424
شهدا و ایثار گران ذوب آهن,اصفهان,لنجان -زرين شهر,لنجان - زرین شهر,NULL,ذوب آهن اصفهان -روبروی مسجد الغدیر -  ساختمان اداري فولادسازي -طبقه همکف,031031-37763623-52577104,6251,14004190606
خلیل الرحمان,اصفهان,NULL,NULL,رهنان,رهنان خیابان ابوذر,31031-37355075-37382030,129,10260034897
امام رضا(ع),اصفهان,NULL,شهر نصرآباد,NULL,جرقویه سفلی،نصرآباد،بلوار امام رضا(ع)،نبش كوجه مهدیه,03146655040,767,10260136059
صابرین,اصفهان,NULL,NULL,NULL,چهارراه هشت بهشت غربی،اول خیابان ملک جنوبی,031-32730551-2,1376,10260182540
حجت(عج),اصفهان,NULL,NULL,گورتان,خیابان آتشگاه -جنب گرمابه ارم (محله گورتان),031-37718726-377178727,253,10260060673
ابوذر,اصفهان,NULL,NULL,کوهانستان,خیابان آتشگاه،چهارراه شهدای،کوی سجاد،ابتدای محله کوهانستان,03137716978,290,10260067232
ولی عصر(عج),اصفهان,NULL,NULL,حسین آباد,خیابان حکیم نظامی،خیابان حسین آباد,031-36270736-36244771,86,10260024932
انصارالمهدی(عج),اصفهان,NULL,NULL,NULL,میدان لاله،خیابان پروین،خیابان شیخ طوسی غربی،روبروی مسجدقبا,031-35664100-35663884,282,10260065931
قائم(عج),اصفهان,نجف آباد,NULL,NULL,نجف آباد،خیابان امام خمینی (چهارسوق),031-32643029-9100,2,10260000619
امام حسن مجتبی(ع),اصفهان,نجف آباد,NULL,جلال آباد,خیابان امام شرقی ، جنب حسینیه,03142490144,27,10260009032
شهید بهشتی,اصفهان,اردستان,NULL,NULL,خیابان امام خمینی-بالاتر از بانک تجارت,3154242253,55,10260016448
شهید بهشتی,اصفهان,وزوان,NULL,NULL,خیابان امام خمینی،پلاک 38,031-45422655-6655,3,10260000740
حسینیه,اصفهان,خمینی شهر,NULL,NULL,میدان شهدا-خیابان شهید فهمیده,031-33633119-33637089-33512217-33671236,141,10260035752
امام حسن مجتبی(ع),اصفهان,جرقویه,NULL,دستجرد,منطقه چرقویه علیا روستای دستجرد  روبروی بهداری,031-46530097,747,10260133664
حضرت مهدی(عج),اصفهان,خمینی شهر,NULL,NULL,خیابان امام خمینی جنوبی-شترگلو,03133514700-33631747,59,10260025948
سیدالشهدا(ع),اصفهان,NULL,كوهپایه,جزه,بخش کوهپایه روستای جزه,031-46566134,6670,14010667093
حسنات,اصفهان,خمینی شهر,NULL,مرکزی,خمینی شهر،خیابان امام شمالی،کنار مسجد هاشمیه,031-33626060-33624071,74,10260021754
حضرت سجاد(ع),اصفهان,خمینی شهر,درچه,NULL,استان اصفهان شهرستان خمینی شهر بخش مرکزی شهر درچه پیاز نواب صفوی کوچه آسمان خ بسیج پلاک 0 طبقه همکف واحد 9,03133762277,137,10260032633
قمر بنی هاشم(ع),اصفهان,شهرضا,NULL,NULL,شهرضا،بلوار شهید مطهری،نرسیده به میدان صاحب الزمان(عج),031-53223040-53222969,18,10260006118
امام حسن مجتبی(ع),اصفهان,شهر رضا,شهرضا,اسفرجان,خیابان معلم-روبروی دبیرستان شهید ایت اله مصطفی خمینی,031-53402097,17,10260005856
سیدالشهدا(ع),اصفهان,شهرضا,NULL,NULL,شهرضا،خیابان انقلاب اسلامی،روبروی بانک تجارت,031-53518007-53518005-53517957,7,10260002566
تعاون اسلامی,اصفهان,دهاقان,NULL,NULL,دهاقان،انتهای خیابان شهید موسوی،میدان دفاع مقدس,03153333070-71,13,10260001073
قدس,اصفهان,شهرضا,دهاقان,عطاآباد,شهرضا،از توابع دهاقان،خیابان معلم,03153333080,16,10260001643
امام جعفرصادق(ع),اصفهان,علویجه,NULL,NULL,علویجه،خیابان امام خمینی,031-42412400,9,10260003246
فاطمیه,اصفهان,نائین,NULL,مزرعه امام,خیابان امام خمینی,031-46257414,15,10260004971
ولیعصر (عج),اصفهان,نائین,نایین,NULL,خیابان امام جنب مسجد حضرت سجاد (ع),03146252115,10,10260003533
ولی عصر(عج),اصفهان,خوروبیابانک,خور,خور بیابانک,جنب میدان امام-خیابان امامزاده سید داود-صندوق قرض الحسنه ولی عصر,031-46322059,4,10260002357
حمزه سیدالشهدا,اصفهان,نائین,NULL,چوپانان,خیابان امام خمینی,031-46204052,4,10260001282
شهید محمد یاور,اصفهان,نائین,خوروبیابانک,چاه ملک,نائین -روستای چاه ملک,031-46370234,6,10861173264
امام حسین(ع),اصفهان,نجف آباد,NULL,NULL,خیابان دکتر شریعتی -جنب بازار,031-426302142630213/0314262302112,3,10260001337
حضرت علی اکبر(ع),اصفهان,نجف آباد,NULL,NULL,خیابان شریعتی،چهار راه الله اکبر-خیابان 15 خرداد شمالی,03142629732-2633444,1,10260000015
قمر بنی هاشم(ع),اصفهان,نجف آباد,NULL,صالح آباد,بلوار شهیدمحمد منتظری، نبش کوچه شهید سلیمان عباسی پلاک218,031-42442330-4430,16,10260005520
قمر بنی هاشم(ع),اصفهان,لنجان,سده لنجان,NULL,سده لنجان خیابان امام روبروی خیابان ابن سینا,0312432568,75,14004133863
ولی عصر(عج),اصفهان,لنجان,زرین شهر,NULL,خیابان ولی عصر(عج),0352224735,55,10260042910
قمر بنی هاشم(ع),اصفهان,لنجان,زرین شهر,NULL,خیابان شهید مدنی پلاک 157,031-52225551-52225552,21,10260007104
امیرالمومنین علی(ع),اصفهان,لنجان,زرین شهر,NULL,میدان نماز (چهارراه)،خیابان شهیدرجایی،پلاک15,031-52234404-52274404-52272200,59,14003089441
تعاون اسلامی,اصفهان,گلپایگان,NULL,NULL,گلپایگان،خیابان امام خمینی،جنب بانک صادرات,03157451175,132,10260019607
تعاون اسلامی دو طفلان مسلم,اصفهان,گلپایگان,NULL,وانشان,جاده اصلی صندوق قرض الحسنه دو طفلان مسلم,031-57247116,133,10260020261
امام زمان(عج),اصفهان,گلپایگان,گلپايگان,سعیدآباد,کیلو متر9  گلپایگان،قریه سعیدآباد خیابان امام خمینی,031-57383240,131,10260017911
حضرت بقیه الله (عج),اصفهان,اصفهان,NULL,اصفهان,میدان جمهوری اسلامی - جب بانک مسکن- اول کوچه دکتر مسعود پور,03133366668,113,10260031252
سید الشهداء (ع) کربلائیها,اصفهان,اصفهان,NULL,اصفهان,خیابان ولیعصر،خیابان صغیر جنب حسینیه,03132283360  -  32292251,513,10260103768
علوی,اصفهان,اصفهان,NULL,اصفهان,خیابان میر ، حدفاصل مسجد کازرونی ، و پل شیخ صدوق,03136670722,126,10260034143
سجادیه,اصفهان,اصفهان,NULL,NULL,خیابان کاوه،ابتدای خیابان شهید دکتر باهنر،جنب مسجد حضرت سجاد (ع),0313377733,871,10260147400
امام محمدباقر(ع),اصفهان,اصفهان,NULL,NULL,خیابان طیب ، نبش کوچه پامچال,03132200074-41-45-47,239,10260057996
کوثر ملک شهر,اصفهان,ملک شهر,NULL,NULL,ملک شهر ،خیابان مطهری،جنب مسجد اعظم,03134410510,549,10260109330
کوثر,اصفهان,اصفهان,NULL,NULL,چهارباغ عباسی،کوچه کازرونی,03132221488,366,10260079930
حضرت علی(ع),اصفهان,اصفهان,سیچان,NULL,سیچان،چهارباغ بالا، جنب پمپ بنزین،کوچه فرشاد,03136242708,105,10260029411
حضرت ابوالفضل(ع),اصفهان,اصفهان,NULL,NULL,خیابان عبدالرزاق،مقابل بازارچه حاج محمدجعفر,03132217822,1353,10260181403
شجره طیبه دانش (ولایت فقیه سابق),اصفهان,اصفهان,NULL,NULL,خیابان سهروردی، ابتدای خیابان رودکی ،سمت راست,03137791604,186,10260047379
