Name,Ostan,Shahrestan,Shahr,Roosta,Address,Phone Code,Reg Number,National Code
محسنیه,اصفهان,اصفهان,NULL,NULL,خیابان فروغی ، جنب مسجد پناهی,03133353373-- 33390080,138,10260037020
امام رضا ( ع ),اصفهان,اصفهان,NULL,NULL,چهارراه وفایی ، ابتدای نواب صفوی ، جنب بانک ملت,03133384145--33358898,635,10260120783
مولای متقیان,اصفهان,NULL,NULL,NULL,خیابان آیت اله طیب جنب پمپ بنزین,03132226525,1120,10260168356
موسی بن جعفر (ع),اصفهان,اصفهان,NULL,NULL,اتوبان شهید خرازی نبش خیابان صمدیه لباف ابتدای کوچه شهید فاضل,03133355056,501,10260101878
علی ابن موسی الرضا (ع),اصفهان,فریدونشهر,NULL,NULL,خیابان شریعتی,03157594040,1,10260000374
حضرت زهرا (س),اصفهان,نجف آباد,گلدشت,NULL,نجف آباد،گلدشت،خیابان امام،مقابل خیابان شهید بهشتی,03142232686,24,10260008158
رضوی,اصفهان,NULL,NULL,NULL,خیابان بزرگمهر ، خیابان رکن الدوله ، جنب مسجد رضوی,03132674550--32678440,160,10260041910
مهد قرآن کریم,اصفهان,NULL,NULL,NULL,خ ابن سینا، جنب پارک شمس ، قبل از کوچه 37,03134476681,1112,10260167866
ذخیره مهدیه,اصفهان,NULL,NULL,NULL,اصفهان خیابان احمد آباد روبروی مسجد ایلچی,03132295535,191,10260048481
انصار المهدی (عج),اصفهان,شاهین شهر و میمه,گرگاب,NULL,شاهین شهر و میمه،گرگاب،محله 3 (امام خمینی)، خیابان معلم ، بلوار امام خمینی ، پلاک 362 ، طبقه همکف,03145753386--45754890,6535,14010189109
امام زمان (عج),اصفهان,NULL,زرین شهر,قلعه قاسم لنجان,زرین شهر،محله قلعه قاسم،جنب گلستان شهدا،کوچه شهیدحسن مومنی، پلاک یک,03152220064,109,10840112646
بعثت,اصفهان,اصفهان,NULL,NULL,خیابان مشتاق دوم،ابتدای خیایان بازارچه,03132600869-32608323,170,10260043930
امام علی(ع) اردستانیها مقیم اصفهان,اصفهان,اصفهان,NULL,NULL,اتوبان چمران - خیابان شاهد - روبه روی مسجد خاتم الانبیاء,03134610247-34611330,1111,10260167792
حضرت ابوالفضل (ع) دولت آباد,اصفهان,NULL,برخوار و میمه,دولت آباد,بلوار طالقانی رو به روی شهرداری,03145826800,894,10260149704
امیرکبیر,اصفهان,NULL,NULL,NULL,خ امام خمینی خ امیرکبیر روبروی بانک ملت,03133864060,494,10260100712
شهید آیت الله قدوسی,اصفهان,اصفهان,NULL,NULL,خانه اصفهان،خیابان گلخانه،جنب بانک ملت,03134206264,301,10260068972
امام حسن عسگری(ع),اصفهان,NULL,NULL,NULL,خیابان مصلی(اب 250) جنب کوچه 18,03136637240,327,10260073081
فرهنگیان,اصفهان,نجف اباد,نجف آباد,NULL,نجف آباد،خیابان دکتر شریعتی،جنب آموزش پرورش,03142612131,76,10260022206
اسلامی,اصفهان,اصفهان,NULL,NULL,خیابان آیت الله کاشانی فلکه چهارسوق,03132360084-5,91,10260026233
علوی فرهنگیان,اصفهان - کاشان,کاشان,NULL,NULL,خیابان شهید رجائی - مقابل ساختمان مخابرات   - جنب پارکینگ شهید رجائی - صندوق علوی فرهنگیان کاشان,031-55441812,5,10260001829
اندوخته جاوید,اصفهان - کاشان,کاشان,NULL,NULL,خیابان امام خمینی،جنب حوزه علمیه حضرت ایت الله یثربی,03155443139,3,10260001020
پس انداز تعاون اسلامی,اصفهان - کاشان,کاشان,NULL,NULL,خیابان محتشم،درب زنجیر سرای مرتضایی,031-55448665/03155448666,7,10260002435
انقلاب اسلامی,اصفهان - کاشان,کاشان,NULL,NULL,میدان قاضی اسداله,031-55224660-55225757,6,10260001926
باب الحوائج(ع),اصفهان - کاشان,کاشان,NULL,NULL,خیابان باب الحوائج-ساختمان کاظمیه,031-55458005,16,10260005423
وحدت,اصفهان - کاشان,کاشان,كاشان,لتحر,میدان شهدای لتحر-ابتدای بلوار زیارت09132769398رحیم زاده,031-55214046,22,10260007503
المهدی(عج),اصفهان - کاشان,کاشان,مشکات,NULL,مشکات،میدان امام خمینی،جنب خانه ترویج ولی عصر (عج),03155683704,9,10260003115
انقلاب اسلامی,اصفهان - کاشان,کاشان,NULL,فین,خیابان امیرکبیر.میدان شهید اردهال.فین بزرگ.مجتمع خاتم الانبیاء,031-55330005,17,10260005987
سیدالشهدا(ع),اصفهان - کاشان,کاشان,NULL,NULL,خیابان طالقانی،حسینیه سید الشهدا(ع),031-55469222,63,10260018800
راهیان فتح,اصفهان - کاشان,کاشان,NULL,NULL,خ امام خمینی، خ خاتم الانبیا، خیابان شهیدان گل محمدی ،جنب مسجد مهدیه,031-55454747,156,10260040957
آل محمد(ص),اصفهان - کاشان,کاشان,NULL,آران بیدگل,بخش مرکزی شهرآران و بیدگل محله مختص آباد میدان هاشم ابن علی خیابان 22 بهمن طبقه همکف,03154739850-51-52,240,10260008070
امام خمینی,اصفهان - کاشان,نطنز,NULL,NULL,نطنز،میدان معلم،بلوار آزادگان،روبروی تامین اجتماعی،کوچه سعادت,3154229550,1,10260000034
ولی عصر(عج),اصفهان - کاشان,آران وبیدگل,آران و بیدگل ابوزیدآباد,ابوزیدآباد,آران وبیدگل،ابوزیدآباد،خیابان امام خمینی،کوچه شهید سلطانی,031-54253443,4,10260007176
تعاون اسلامی ولیعصر (عج),اصفهان - کاشان,کاشان,برزک,شهربرزک,شهر برزُک،خیابان امام خمینی,031-55672220-55673266,11,10260003795
قدس,اصفهان - کاشان,کاشان,نوش آباد,NULL,نوش آباد،خیابان امام خمینی،چهار راه شهید منتظری,031-54822533,2,10260006141
ولی عصر(عج),اصفهان - کاشان,آران و بیدگل,NULL,NULL,آران و بیدگل.میدان سردار سلیمانی.خیابان نواب صفوی,03154723344,6,10260013751
امام حسن مجتبی(ع),اصفهان - کاشان,کاشان,قمصر,NULL,قمصر،خیابان انقلاب,03155642155,26,10260008941
مهدیه,اصفهان - کاشان,کاشان,قمصر,قمصر،فرفهان,قمصر،فرفهان،محله پائین،خیابان شهیدان خاندائی،جنب اورژانس شبانه روزی قمصر,031-55647425,25,10260008542
ولی عصر(عج),اصفهان - کاشان,کاشان,نیاسر,NULL,نیاسر،خیابان سعیدی,031-55722529,53,10260016429
خاتم الانبیاء(ص),اصفهان - کاشان,نطنز_شهربادرود,بادرود,NULL,نطنز،بادرود،سه راه طالقانی,03154344320-54342123,3,10260000885
سیدالشهدا(ع),اصفهان - کاشان,کاشان,NULL,روستای ازناوه,بلوار شهید مطهری-جنب درمانگاه فرهنگیان,031-55548850,62,10260018703
امام حسین(ع),اصفهان - کاشان,کاشان,آران وبیگل,NULL,خیابان 17 شهریور,031-54733222,7,10260017434
ثامن الائمه(ع),اصفهان - کاشان,کاشان,NULL,کله,روستای کله,031-55702151,45,10260014013
فاطمه زهرا(س),اصفهان - کاشان,کاشان,NULL,مرق,روستای مرق محله پایین,031-55676575,67,10260019966
بعثت,اصفهان - کاشان,نطنز,بادرود,اریسمان,خیابان امام-بخش امامزاده,031-54312400,6,10260002040
شهدای کامو,اصفهان - کاشان,کامو وچوگان,NULL,قمصر,کامو چهارراه ولی عصر(عج )ابوترابی09126081961,031-55666242,768,14008893570
امام حسن مجتبی(ع),اصفهان - کاشان,کاشان,NULL,NULL,محله شهید چمران،کوچه شهید غلامرضا براتی،کوچه صاحب الزمان(عج) پلاک 26 ط همکف,03155229635,77,10260022487
مهدیه  شاهدیه,یزد,شاهدیه,NULL,ابرندآباد,شاهدیه-ابرندآباد,03535211666,42,10840007027
حضرت موسی بن جعفر(ع),یزد,یزد,يزد,NULL,بلوار دهه فجر ،نبش كوچه  54,03536259028,63,10840009485
حضرت مولا(ع),یزد,NULL,NULL,امام شهر,بلوار 17 شهریور، بلوار ولی عصر، خیابان رازی،کوچه سمت راست مسجد انبیاء، پلاک 37,03535232321,301,10840029689
فاطمیه,یزد,NULL,NULL,محله شیخداد,شیخداد- بلوار نواب صفوی-کوچه مسجد کوفه,035-36222997,132,10840015184
زینبیه(س),یزد,NULL,NULL,اهرستان,بلوار شهید صدوقی ،جنب مسجد اهرستان,03517250666,112,10840013636
مهدی موعود(عج),یزد,NULL,NULL,سیدگلسرخ,خیابان شهید مدنی,03536212717,79,10840010876
چهارده معصوم(ع),یزد,NULL,NULL,NULL,خیابان سلمان فارس،جنب حسینیه چهارده معصوم(ع),035-36241414,76,10840010633
امام حسن مجتبی(ع),یزد,NULL,NULL,رحمت آباد,یزد رحمت اباد,035-38220812,87,10840011518
ابوالفضل(ع),یزد,شاهدیه,NULL,ابرندآباد,شاهدیه،ابرندآباد،خیابان امام،خیابان مسجد جامع,0351-5211555,124,10840014618
امام محمد تقی(ع),یزد,NULL,NULL,محمدآباد چاهوک,خیابان شهید مطهری-جنب دبستان دخترانه-روبروی مسجد جامع,035-38363010,105,10840013085
جوادالائمه(ع),یزد,NULL,NULL,NULL,بلوار شهید پاک نژاد، 20 متری جوادالائمه، جنب مسجد جوادالائمه,03515359109-35239800,117,10840013995
علی اصغر(ع),یزد,NULL,NULL,NULL,خیابان قیام،روبروی خیابان مسجد ملا اسماعیل,03536262204,107,10840013197
امام رضا(ع),یزد,یزد,يزد,امام شهر,یزدبلوار 17 شهریور-خیابان شیخ صدوق کوچه شماره 11پ16,03535251543,123,10840014470
حضرت رقیه(س),یزد,NULL,NULL,آزاد شهر,آزاد شهر،فلکه سوم،خیابان موسی بن جعفر،کوچه 7 موسی بن جعفر،کوچه 6 عسکریه,0351-7215522-7222990,181,10840019403
سیدالشهدا(ع),یزد,NULL,NULL,امام شهر,بلوار 17 شهریور ،کوچه مسجدسیدالشهداء،جنب پارک شاهد,03535250115,188,10840020053
طه صدر,یزد,یزد,NULL,NULL,خیابان شهید رجایی ،جنب مدرسه شاه ولی صندوق قرض الحسنه طه صدر,03536268100,134,10840015414
معلولین,یزد,یزد,يزد,مركزي,بلوار ولی عصر(عج) 52متری امامشهر، خیابان 28(شهید محمد حسین روح)،,03535241118,174,10840018835
امام حسین(ع),یزد,NULL,NULL,حمیدیا,بلوار شهید دشتی-چهارراه امیر المومنین(ع)- ابتدای کوچه مسجد,03538225000,266,10840026916
اصناف,یزد,NULL,NULL,NULL,خیابان مهدی، روبروی کمیته امداد امام خمینی,03536264895,237,10840024572
مهدی فاطمه عیش آباد,یزد,NULL,NULL,عیش آباد,میدان ابوالفضل-بلوار جانباز-کوچه عیش آباد,0351-7211030,108,10840013334
قائم آل محمد(عج),یزد,میبد,NULL,NULL,میبد،خیابان امام ،جنب مجامع امورصنفی،صندوق مالی مهر اقتصاد,03532325222-32327091,46,10861593138
تعاون اسلامی,یزد,اردکان,NULL,NULL,خیابان امام خمینی-روبروی دانشگاه پیام نور-روبروی شهرداری,035-32222366,3,10840000453
حجت ابن الحسن عسکری(عج),یزد,مهریز,NULL,مزویرآباد,مهریز،مزویرآباد،خیابان شهید فهمیده،جنب بنیاد پانزده خرداد,03532533388,4,10840000610
منتظر المهدی(عج),یزد,بافق,NULL,NULL,بافق،خیابان مسجد جامع،میدان امام حسین،ابتدای خیابان شهید حبیبیان جنب مرکز نیکوکاری دارالمهدی (عج),03532426760,3,10840000527
بقیة الله(عج),یزد,تفت,NULL,طزرجان,طزرجان.خیابان رضوان. بعد از چهارراه,0353-2615330,63,10980228112
فاطمه زهرا(س),یزد,مهریز,مهريز,بغدادآباد,مهریز،بغداد آباد،میدان فاطمیه,03532537040,15,10840002607
هفتم تیر,یزد,اردکان,NULL,مرکزی,اردکان،خیابان شهید قانعی(سینا سابق),03532225969,6,10840001100
ولی عصر(عج),یزد,خاتم,مروست,NULL,مروست،خیابان شهید بهشتی,03532582130,2,10840000244
صاحب العصر(عج),یزد,مهریز,NULL,بغداد آباد,مهریز،بغداد آباد،ابتدای خیابان شهید مطهری شمالی,03532523555,3,10840000508
امام جعفرصادق(ع),یزد,تفت,NULL,ده بالا,شهید بهشتی-زیر باغشاه,03532613330,3,10840000487
صاحب الزمان(عج),یزد,مهریز,NULL,تنگ چنار,مهریز،دهستان تنگ چنار,03532557330,9,10840001630
تعاون ولی عصر(عج),یزد,میبد,NULL,شهیدیه,خیابان ولیعصر(عج)-نبش کوچه شهداء 34,035-32333525-32332920,222,10861592842
حضرت سجاد(ع),یزد,رضوانشهر,NULL,NULL,خیابان شهید صدوقی -روبروی مسجد امیرالمومنین,03532722030,10,10862059557
حضرت مهدی(عج),یزد,میبد,NULL,فیروزآباد,میبد،فیروزآباد،خیابان سلمان فارسی،50متری میدان شهیدصدوقی,03532323152,72,10861592118
ذخیره المهدی(عج),یزد,میبد,NULL,بیده,بلوار شهید اشتری بیده سه راه شهدا جنب راهنمائی سابق,03532354959,226,10861592141
امام صادق(ع),یزد,میبد,NULL,خانقاه,خیابان 22 بهمن-خیابان سیدالشهداء-جنب راهنمایی شاهد,03532325757-32326969,231,10861591140
قائم آل محمد(عج),یزد,مهریز,NULL,مهرپادین,بلوار شهید بهشتی-روبروی فرمانداری,03532523366,5,10840000907
امام علی(ع),یزد,اشکذر,NULL,ابراهیم آباد رستاق,خیابان شهید رعیت جنب مسجد حضرت سکینه (س),0353762060,15,10980072480
جوادالائمه(ع),یزد,زارچ,NULL,NULL,یزد زارچ خ امام (ره ) بلوار صاحب الزمان (عج ) حنب درمانگاه حضرت جواد الا ئمه ( ع ) زارچ,03535275373,13,10861337336
امیر المومنین(ع),یزد,میبد,ميبد,شهیدیه,خیابان ولی عصرك شهداء58،نبش کوچه,3532332050,5,10840000945
انصارالحسین(ع),یزد,صدوق,اشکذر,شرف آباد رستاق,خیابان خاتم الانبیا(ص),03532765444,12,14004092766
ابوالفضل العباس(ع),یزد,ابر کوه,ابرکوه,محله درب قلعه,ابرکوه،محله درب قلعه،خیابان صفائیه، تکیه حضرت ابوالفضل(ع),035-32826200,7,10840001226
سیدالشهدا(ع),یزد,اردکان,عقدا,NULL,اردکان،عقدا،جنب حسینیه بزرگ،جنب مدرسه علمیه عقدا,035-32282435,28,10840004759
فاطمه زهرا(س),یزد,NULL,NULL,NULL,خیابان انقلاب-روبروی کمیته امداد امام خمینی,03536265554,216,10840022625
صاحب الزمان(عج),یزد,میبد,NULL,محمودآباد,خیابان شهید میر باقری-خیابان رودخانه,03532336050,219,10861591476
ولی عصر(عج),یزد,تفت,NULL,NULL,خیابان ساحلی جنوبی جنب بانک ملی,035-32622666,1,10840000020
مهدی موعود(عج),یزد,ابرکوه,NULL,NULL,خیابان شهید بهشتی، روبروی مخابرات مرکزی,035-32822131,2,10840000375
حضرت امام جعفر صادق ( ع ),یزد,خیرآباد,NULL,NULL,بلوار شهید جوکار ، کوچه مقابل حسینیه خیرآباد,03537212290,66,10840009827
علی بیک,یزد,اردکان,NULL,محله علی بیک,اردکان،محله علی بیک،خیابان آیت اله داماد،جنب حسینیه علی بیک,03532225656,7,10840001319
صندوق تعاونی حضرت ولیعصر(عج),یزد,NULL,NULL,NULL,میدان شهیدبهشتی ابتدای خیابان دهم فروردین,03536262211,29,10840005025
علی بن موسی الرضا(ع),یزد,یزد,مهریز,مدوار,مهریز-مدوار-پایگاه امام حسین (ع),03532545270,14,10840002500
فرهنگیان (امام رضا),چهارمحال و بختیاری,شهرکرد,NULL,NULL,خیابان سعدی میدان دانش اموزش وپرورش ناحیه یک,03832225500,5,10340000347
محمدیه,چهارمحال و بختیاری,شهرکرد,NULL,NULL,شهرکرد،خیابان ملت شرقی،نبش کوچه 47,03832252243-32250994,1,10340000011
بنی هاشم(ع),چهارمحال و بختیاری,شهرکرد,NULL,بازنشستگان فرهنگی,خیابان سعدی،میدان دانش،ضلع جنوبی  اموزش وپرورش ناحیه یک,03832228535,90,10340005001
فاطمه زهرا(س),چهارمحال و بختیاری,شهرکرد,NULL,NULL,خیابان فردوسی ،پایین تر از میدان فردوسی،سمت چپ,03832272200,21,10340001430
امام صادق(ع),چهارمحال و بختیاری,شهر کرد,شهرکرد,سارمان بهزیستی,خیابان شریعتی-اداره کل بهزیستی استان,038-3229848-,100,10340005527
صادق(امام صادق ع ),چهارمحال و بختیاری,فرخشهر,فرخ شهر,NULL,فرخشهر،میدان بسیج ،ابتدای بلوار ولی عصر (عج),03832427011,71,10340004034
حجت ابن الحسن عسگری(ع),چهارمحال و بختیاری,شهرکرد,هفشجان,NULL,خیابان کاشانی-جنب مسجد جامع,038-32572343,2,10340000104
قائم(عج),چهارمحال و بختیاری,فرخشهر,فرخ شهر,NULL,فرخشهر،خیابان 7تیر,03832427878,7,10340000425
ولی عصر(عج),چهارمحال و بختیاری,فرخشهر,NULL,بخش فرخشهر,فرخشهر،خیابان شهدا,03832423080,16,10340001099
امام حسین(ع),چهارمحال و بختیاری,سامان,NULL,NULL,سامان خیابان سعدی,03833522400,18,10340001202
امام رضا(ع),چهارمحال و بختیاری,بروجن,NULL,NULL,بلوار ملت ،مقابل پارک ملت,03834224050,7,10861382013
صاحب الزمان(عج),چهارمحال و بختیاری,کیار,شلمزار,مرکزی,شلمزار-خیابان آزادی-روبروی اداره ثبت احوال,03832622600,15,10340001031
خیبر,چهارمحال و بختیاری,شهرکرد,طاقانک,NULL,چهارراه ولی عصر(عج),0383-2482400,23,10340001580
ولی عصر(عج),چهارمحال و بختیاری,فارسان,NULL,فارسان,میدان امام ، جنب حوزه علمیه,03833222959,154,10340000161
فاطمیه,چهارمحال و بختیاری,بروجن,فرادنبه,NULL,خیابان  اسدابادی,03834522145,8,10861382085
ولی عصر(عج),چهارمحال و بختیاری,لردگان,NULL,NULL,لردگان،چهار راه شهرداری,03834442585,154,10861323283
حضرت سجاد(ع),چهارمحال و بختیاری,شهر کرد,نافچ,NULL,شهر کرد،نافچ،خیابان امام خمینی (ره)،روبروی مسجد امام حسین (ع),03832332005,12,10340000858
ولی عصر(عج),چهارمحال و بختیاری,بروجن,NULL,NULL,میدان آزادی (شهرداری) مقابل بانک ملی مرکزی,03834222849,1,10861381922
شهدا,چهارمحال و بختیاری,بروجن,بلداجی,NULL,بلوار شهید بهشتی,038-34643032,17,10861382334
ثامن الائمه(ع),چهارمحال و بختیاری,بروجن,NULL,NULL,خیابان 17 شهریور ،جنب مسجد ولیعصر(عج),03834223086,9,10861382106
امام سجاد(ع),چهارمحال و بختیاری,شهرکرد,بن,NULL,جنب مسجد جامع-خیابان ملت,03833724735,47,10340002864
علی بن ابیطالب(ع),چهارمحال و بختیاری,سامان,NULL,NULL,سامان خیابان ارشاد،جنب مسجدالنبی(ص)حسینیه ارشاد,00003833524440,54,10340003238
امام علی(ع),چهارمحال و بختیاری,شهرکرد,شهربن,بن,خیابان امام رضا(ع) روبروی پل شهدا,03833726203,97,10340005360
امام صادق(ع),چهارمحال و بختیاری,شهر کرد,شهرکرد,شهر کیان,خیابان امام خمینی،(ره)نبش کوجه 6,038-33323553-33321772,61,10340003525
سیدالشهدا(ع),چهارمحال و بختیاری,بروجن,NULL,نقنه,خیابان قدس میدان امام,03834266218,5,10861381994
امام زمان (عج),آذربایجان شرقی,تبریز,NULL,NULL,خیابان قدس- 18 متری تالار-بالاتر از مسجد شهید ابراهیم آبست-پلاک110,04132831200,119,10860195255
امام حسن عسگری(ع),آذربایجان شرقی,تبریز,تبريز,NULL,تبريز،خیابان شهید منتظری،ایستگاه غیاث،جنب مدرسه کوثر,04133342204-33360544,195,10861137654
رسول اکرم (ص),آذربایجان شرقی,تبریز,NULL,NULL,تبریز،خیابان جمهوری اسلامی ایران،میدان شهدا،بازار بزرگ قطران تبریزی،طبقه اول،پلاک1,041-35531090-35554499,228,10861146983
امام جعفرصادق(ع),آذربایجان شرقی,تبریز,NULL,NULL,تبریز،شعید مطهری{راسته کوچه}کوچه شهید سبزی پلاک13,04135240043-35237993,216,10861144715
الهادی(ع),آذربایجان شرقی,تبریز,NULL,مرکزی,خیابان قطران-چهار راه صائب-جنب بانک تجارت,041-34772843,122,10861069902
ولی عصر(عج),آذربایجان شرقی,بناب,NULL,NULL,خیابان بهشتی-پاساژمصلی,041-37722232,1,10200000104
ولی عصر(عج),آذربایجان شرقی,خسروشاه,NULL,NULL,میدان نماز-ساختمان ولیعصر(عج),04132447321,57,10200014778
المهدی(عج),آذربایجان شرقی,آذرشهر,گوگان,NULL,آذرشهر،گوگان،چهار راه امیر کبیر،اول خیابان سعدی,041-34520010,1,10860135792
امیرالمومنین(ع),آذربایجان شرقی,بناب,NULL,NULL,بناب،جنب مسجد مهر اباد،خیابان شهید مطهری,04137724222-37722828,8,10200001770
امام حسن مجتبی(ع),آذربایجان شرقی,بناب,NULL,NULL,بناب،خیابان باهنر،اخربازارحاج تقی،جنب مسجد زرگران,041-37730777,7,10200001635
امام رضا(ع),آذربایجان شرقی,اسکو,اسكو,NULL,اسكو،خیابان امام خمینی،پایین تر از اداره آموزش و پرورش,33223659-041,395,10200013310
المهدی(عج),آذربایجان شرقی,اسکو,NULL,بایرام,اسکو،روستای بایرام،خیابان دانش,041-33422381-33423322,392,10200015517
امام جعفرصادق(ع),آذربایجان شرقی,اسکو,اسكو,NULL,اسکو،خیابان امام خمینی،روبروی بانک ملی,041-33223430,401,10200013325
مولی الموحدین,آذربایجان شرقی,خسرو شاه,خسروشاه,NULL,تبریز خسروشاه فلکه نمازاول خ شهید بهشتی ساختمان صندوق,04132444000-5000,53,10200014379
امام سجاد(ع),آذربایجان شرقی,اسکو,شهرستان اسكو,دیزج  امیر مدار,تبریز،جاده خسروشاه به اسکو،دیزج امیرمدار,04133422788,391,10200015629
المهدی(عج),آذربایجان شرقی,اسکو,تبريز,روستا کلجاه,کوچه آزادی، روبروی مسجد امام حسین(ع),041-33462504-5,394,10200013520
امیر المومنین(ع),آذربایجان شرقی,تبریز,ایلخچی,NULL,تبریز،ایلخچی،خیابان امام,04133414930,28,10200021537
الغدیر,آذربایجان شرقی,ایلخچی,NULL,NULL,خیابان امام روبروی مسجد ولیعصر(عج),04133414000,21,10200020750
باب الحوائچ(ع),آذربایجان شرقی,اسکو,NULL,بایرام,اسکو،بایرام,041-33423933-33422933,406,10200019772
استاد شهریار,آذربایجان شرقی,اسکو,اسکو دیزج امیر مدار,دیزج امیر مدار,کیلومتر یک  جاده خسرو شهر،روستای دیزج امیرمدار،روبروی مسجدجامع,041-33422992-3992,398,10200020291
ثامن الائمه(ع),آذربایجان شرقی,اسکو,NULL,باویل سلفا,میدان بهارستان,04133482534,408,10200017616
نبی اکرم(ص),آذربایجان شرقی,اسکو,NULL,میلان,میدان میلان،روبروی مسجد جامع,041-33225890-33226190,383,10200021254
باب الحوائج(ع),آذربایجان شرقی,تبریز,سردرود,NULL,خیابان امام-سر پل اول خیابان سنگستان-پلاک 1,041041-34202245-34200315,120,10861068726
محمدی,آذربایجان شرقی,مراغه,مراغه,NULL,خیابان دکتر بهشتی، داخل بازار مسگران,۴۱041-37228726-37253838,3,10200000727
امام حسین(ع),آذربایجان شرقی,مراغه,NULL,مرکزی,خیابان اوحدی، کوچه مسجد شهدا روبروی برجهای  مدور,041-37227977,13,10200002919
رسول اکرم(ص)ایثار,آذربایجان شرقی,مراغه,NULL,NULL,خیابان کاشانی-پاساژ وحدت طبقه همکف,041-37239708-37229708,6,10200001236
مهدیه میانه,آذربایجان شرقی,میانه,NULL,NULL,میانه،خیابان امام،کوچه امام زاده اسماعیل (ع),041-52235077,130,10200019145
ولی عصر(عج),آذربایجان شرقی,شبستر,تسوج,NULL,خیابان امام خمینی،روبروی میدان پارک شهرداری,04142575167-42573284,10,10200002144
ولی عصر(عج),آذربایجان شرقی,شبستر,صوفیان,NULL,شبستر،صوفیان،خیابان دکتر بهشتی،جنب مسجد ولیعصر(عج),041-42524626-42523474,5,10200001105
المهدی(عج),آذربایجان شرقی,تبریز,NULL,NULL,خیابان شهید مدنی,04135247579,43,10860481845
صاحب الزمان(عج),آذربایجان شرقی,هادی شهر,هادیشهر,علمدار,هادیشهر،علمدار،میدان نبوت،اول خیابان گلزارشهدا,041-42042120,17,10200003749
المهدی(عج),آذربایجان شرقی,جلفا,NULL,دهستان شجاع,جلفا،شجاع،میدان شجاع,041-42072211,44,14000215670
المهدی(عج),آذربایجان شرقی,جلفا,NULL,افشار,16 کیلومتری جاده هادی شهر به سیه رود،روستای افشار,04142067242-42046615,8,1020001790
المهدی(عج),آذربایجان شرقی,هادی شهر,NULL,گرگر,هادی شهر،گرگر،میدان قیام،روبروی بانک صادرات,04142042051,1,10200000273
قائم(عج),آذربایجان شرقی,جلفا,NULL,ارسی,جلفا،هادی شهر،روستای ارسی,04142075334,15,10200003276
المهدی(عج),آذربایجان شرقی,جلفا,هادیشهر,سیه سران,جلفا،هادیشهر،سیه سران,04142062499-42062662,43,10200001124
ائمه(ع),آذربایجان شرقی,مرند,مرند_یامچی,یامچی,خیابان امام،پلاک 190,041-42163055,1,10860061382
المهدی (عج) مرند,آذربایجان شرقی,NULL,NULL,NULL,شهرستان مرند،محله رجائی،کوچه زمین لر،خیابان شهید رجائی،طبقه همکف,041-42255090,282,14006789797
جوادالائمه (ع),آذربایجان شرقی,تبریز,NULL,NULL,تبریز،خیابان دارائی،جنب بانک سامان و جنب خیاطی امیر,04135242810,95,10861064950
امیرالمومنین,آذربایجان شرقی,شبستر,صوفیان,NULL,صوفیان ، خیابان امام ، کوچه بخشداری ، پلاک 25,04142523701,11,10200002446
حسینیه,آذربایجان غربی,ارومیه,NULL,NULL,ارومیه،خیابان امام،جنب پاساژ انصار,044-32221949-32229750,6,10220000998
هیئت حسینیان,آذربایجان غربی,ارومیه,NULL,NULL,ارومیه،خیابان امام،مسجد سردار،طبقه فوقانی،پلاک6,044-32233950,38,10220003500
الزهرا(س),آذربایجان غربی,نقده,NULL,NULL,نقده،خیابان امام خمینی,044-35624050,2,10862072925
سیدالشهدا(ع),آذربایجان غربی,نقده,NULL,بخش محمدیار,نقده،بخش محمدیار،خیابان امام خمینی,044-35432220-35433330,3,10861990660
الاحسان,آذربایجان غربی,نقده,NULL,NULL,نقده،خیابان رسالت(اسماعیل اباد)،روبروی مسجد حاج بابا آغا,04435675615-5675616,6,10861969076
